t, gyro x, gyro y, gyro z, 
0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,
0.000000,0.000000,0.000000,0.000000,
